,file,is_background,date_time,location,speed_kmh,sample_pos,daytime,weather,vehicle,source_direction,microphone,channel
4495,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_14065664_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,14065664,None,None,None,None,SE,CH34
4496,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1409816_A_D_TR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1409816,A,D,T,R,SE,CH34
4497,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_14161664_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,14161664,None,None,None,None,SE,CH34
4498,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1433416_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1433416,A,D,C,L,SE,CH34
4499,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1435928_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1435928,A,D,C,L,SE,CH34
4500,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_143620608_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,143620608,None,None,None,None,SE,CH34
4501,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_143716608_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,143716608,None,None,None,None,SE,CH34
4502,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_143812608_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,143812608,None,None,None,None,SE,CH34
4503,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1438408_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1438408,A,D,C,R,SE,CH34
4504,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_143908608_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,143908608,None,None,None,None,SE,CH34
4505,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_144004608_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,144004608,None,None,None,None,SE,CH34
4506,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1440440_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1440440,A,D,C,R,SE,CH34
4507,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_144100608_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,144100608,None,None,None,None,SE,CH34
4508,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_144196608_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,144196608,None,None,None,None,SE,CH34
4509,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_144292608_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,144292608,None,None,None,None,SE,CH34
4510,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1443368_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1443368,A,D,C,L,SE,CH34
4511,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1449944_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1449944,A,D,C,R,SE,CH34
4512,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_146358783_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,146358783,None,None,None,None,SE,CH34
4513,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_146454783_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,146454783,None,None,None,None,SE,CH34
4514,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_146550783_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,146550783,None,None,None,None,SE,CH34
4515,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_146646783_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,146646783,None,None,None,None,SE,CH34
4516,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_146742783_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,146742783,None,None,None,None,SE,CH34
4517,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_146838783_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,146838783,None,None,None,None,SE,CH34
4518,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1479336_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1479336,A,D,C,R,SE,CH34
4519,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1482360_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1482360,A,D,C,R,SE,CH34
4520,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_14916863_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,14916863,None,None,None,None,SE,CH34
4521,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1498776_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1498776,A,D,C,L,SE,CH34
4522,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1501176_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1501176,A,D,C,L,SE,CH34
4523,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_150325760_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,150325760,None,None,None,None,SE,CH34
4524,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_150421760_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,150421760,None,None,None,None,SE,CH34
4525,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_150517760_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,150517760,None,None,None,None,SE,CH34
4526,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1506312_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1506312,A,D,C,R,SE,CH34
4527,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1510056_A_D_TL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1510056,A,D,T,L,SE,CH34
4528,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1514840_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1514840,A,D,C,L,SE,CH34
4529,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_151616000_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,151616000,None,None,None,None,SE,CH34
4530,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_151712000_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,151712000,None,None,None,None,SE,CH34
4531,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_151808000_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,151808000,None,None,None,None,SE,CH34
4532,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_151904000_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,151904000,None,None,None,None,SE,CH34
4533,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_152778240_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,152778240,None,None,None,None,SE,CH34
4534,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_152874240_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,152874240,None,None,None,None,SE,CH34
4535,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_152970240_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,152970240,None,None,None,None,SE,CH34
4536,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1533528_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1533528,A,D,C,L,SE,CH34
4537,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_153825792_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,153825792,None,None,None,None,SE,CH34
4538,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_153921792_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,153921792,None,None,None,None,SE,CH34
4539,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_154017792_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,154017792,None,None,None,None,SE,CH34
4540,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_154113792_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,154113792,None,None,None,None,SE,CH34
4541,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_154209792_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,154209792,None,None,None,None,SE,CH34
4542,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_154305792_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,154305792,None,None,None,None,SE,CH34
4543,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_154401792_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,154401792,None,None,None,None,SE,CH34
4544,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1545032_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1545032,A,D,C,L,SE,CH34
4545,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1547304_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1547304,A,D,C,R,SE,CH34
4546,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_155039232_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,155039232,None,None,None,None,SE,CH34
4547,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_155135232_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,155135232,None,None,None,None,SE,CH34
4548,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_155231232_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,155231232,None,None,None,None,SE,CH34
4549,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1555672_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1555672,A,D,C,R,SE,CH34
4550,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_155825664_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,155825664,None,None,None,None,SE,CH34
4551,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1566904_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1566904,A,D,C,L,SE,CH34
4552,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_156919296_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,156919296,None,None,None,None,SE,CH34
4553,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_15731328_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,15731328,None,None,None,None,SE,CH34
4554,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_157422080_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,157422080,None,None,None,None,SE,CH34
4555,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1580584_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1580584,A,D,C,L,SE,CH34
4556,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1582696_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1582696,A,D,C,R,SE,CH34
4557,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1589832_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1589832,A,D,C,L,SE,CH34
4558,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1591768_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1591768,A,D,C,L,SE,CH34
4559,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1602648_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1602648,A,D,C,L,SE,CH34
4560,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_160337408_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,160337408,None,None,None,None,SE,CH34
4561,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_160433408_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,160433408,None,None,None,None,SE,CH34
4562,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_160529408_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,160529408,None,None,None,None,SE,CH34
4563,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_160625408_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,160625408,None,None,None,None,SE,CH34
4564,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_160721408_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,160721408,None,None,None,None,SE,CH34
4565,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1607672_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1607672,A,D,C,L,SE,CH34
4566,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_160817408_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,160817408,None,None,None,None,SE,CH34
4567,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_160913408_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,160913408,None,None,None,None,SE,CH34
4568,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_161009408_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,161009408,None,None,None,None,SE,CH34
4569,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_161105408_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,161105408,None,None,None,None,SE,CH34
4570,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1612328_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1612328,A,D,C,R,SE,CH34
4571,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1617480_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1617480,A,D,C,L,SE,CH34
4572,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1621256_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1621256,A,D,C,L,SE,CH34
4573,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_16269824_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,16269824,None,None,None,None,SE,CH34
4574,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1628744_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1628744,A,D,C,R,SE,CH34
4575,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_163193343_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,163193343,None,None,None,None,SE,CH34
4576,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_163289343_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,163289343,None,None,None,None,SE,CH34
4577,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_163385343_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,163385343,None,None,None,None,SE,CH34
4578,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_163481343_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,163481343,None,None,None,None,SE,CH34
4579,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_163577343_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,163577343,None,None,None,None,SE,CH34
4580,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1635896_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1635896,A,D,C,R,SE,CH34
4581,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1638792_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1638792,A,D,C,R,SE,CH34
4582,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_164081151_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,164081151,None,None,None,None,SE,CH34
4583,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_164177151_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,164177151,None,None,None,None,SE,CH34
4584,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1642760_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1642760,A,D,C,R,SE,CH34
4585,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1644584_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1644584,A,D,C,R,SE,CH34
4586,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1646920_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1646920,A,D,C,L,SE,CH34
4587,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_164928000_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,164928000,None,None,None,None,SE,CH34
4588,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_165024000_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,165024000,None,None,None,None,SE,CH34
4589,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_165120000_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,165120000,None,None,None,None,SE,CH34
4590,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_165216000_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,165216000,None,None,None,None,SE,CH34
4591,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_165312000_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,165312000,None,None,None,None,SE,CH34
4592,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_165408000_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,165408000,None,None,None,None,SE,CH34
4593,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_165600_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,165600,A,D,C,R,SE,CH34
4594,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_166297088_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,166297088,None,None,None,None,SE,CH34
4595,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1665864_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1665864,A,D,C,L,SE,CH34
4596,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_167556608_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,167556608,None,None,None,None,SE,CH34
4597,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_167652608_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,167652608,None,None,None,None,SE,CH34
4598,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1681432_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1681432,A,D,C,L,SE,CH34
4599,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_168757760_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,168757760,None,None,None,None,SE,CH34
4600,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1689944_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1689944,A,D,C,R,SE,CH34
4601,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1692680_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1692680,A,D,C,R,SE,CH34
4602,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1696184_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1696184,A,D,C,R,SE,CH34
4603,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_170014719_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,170014719,None,None,None,None,SE,CH34
4604,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1700760_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1700760,A,D,C,R,SE,CH34
4605,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1702728_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1702728,A,D,C,R,SE,CH34
4606,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1705016_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1705016,A,D,C,R,SE,CH34
4607,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1708408_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1708408,A,D,C,R,SE,CH34
4608,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1718056_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1718056,A,D,C,R,SE,CH34
4609,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1727976_A_D_TL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1727976,A,D,T,L,SE,CH34
4610,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1732456_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1732456,A,D,C,L,SE,CH34
4611,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1737704_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1737704,A,D,C,L,SE,CH34
4612,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1739672_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1739672,A,D,C,R,SE,CH34
4613,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1744872_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1744872,A,D,C,L,SE,CH34
4614,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1753368_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1753368,A,D,C,R,SE,CH34
4615,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1756264_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1756264,A,D,C,R,SE,CH34
4616,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1759352_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1759352,A,D,C,R,SE,CH34
4617,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1765176_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1765176,A,D,C,L,SE,CH34
4618,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_17695359_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,17695359,None,None,None,None,SE,CH34
4619,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1770264_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1770264,A,D,C,L,SE,CH34
4620,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1773960_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1773960,A,D,C,L,SE,CH34
4621,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1784856_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1784856,A,D,C,R,SE,CH34
4622,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1794088_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1794088,A,D,C,R,SE,CH34
4623,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_179693_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,179693,A,D,C,R,SE,CH34
4624,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_181616_A_D_TR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,181616,A,D,T,R,SE,CH34
4625,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1817400_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1817400,A,D,C,L,SE,CH34
4626,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1827944_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1827944,A,D,C,R,SE,CH34
4627,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1830184_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1830184,A,D,C,R,SE,CH34
4628,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_183613_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,183613,A,D,C,R,SE,CH34
4629,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1843336_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1843336,A,D,C,R,SE,CH34
4630,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1846872_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1846872,A,D,C,R,SE,CH34
4631,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1852584_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1852584,A,D,C,R,SE,CH34
4632,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1855400_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1855400,A,D,C,R,SE,CH34
4633,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1858440_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1858440,A,D,C,L,SE,CH34
4634,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1860632_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1860632,A,D,C,R,SE,CH34
4635,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1862056_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1862056,A,D,C,L,SE,CH34
4636,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1864696_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1864696,A,D,C,L,SE,CH34
4637,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1866008_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1866008,A,D,C,L,SE,CH34
4638,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1872456_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1872456,A,D,C,L,SE,CH34
4639,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1874744_A_D_CL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1874744,A,D,C,L,SE,CH34
4640,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1879160_A_D_TL_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1879160,A,D,T,L,SE,CH34
4641,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_18860160_SE_CH34-BG,True,2019-11-19-15-25,Langewiesener-Strasse,50,18860160,None,None,None,None,SE,CH34
4642,2019-11-19-15-25_Langewiesener-Strasse_50Kmh_1887176_A_D_CR_SE_CH34,False,2019-11-19-15-25,Langewiesener-Strasse,50,1887176,A,D,C,R,SE,CH34
